Round Name,Round,Game,Team1,Team2,Seed1,Seed2,Rating1,Rating2
Round of 64,1,1,Florida,Prairie View A&M,1,16,14.787878787878782,2.828571428571422
Round of 64,1,2,Clemson,Iowa,8,9,7.411764705882348,9.24242424242425
Round of 64,1,3,Vanderbilt,McNeese,5,12,11.14705882352942,13.575757575757578
Round of 64,1,4,Nebraska,Troy,4,13,11.0625,7.181818181818173
Round of 64,1,5,North Carolina,Virginia Commonwealth,6,11,8.46875,10.088235294117652
Round of 64,1,6,Illinois,Pennsylvania,3,14,14.5625,2.7931034482758577
Round of 64,1,7,Saint Mary's,Texas A&M,7,10,13.625,8.15625
Round of 64,1,8,Houston,Idaho,2,15,14.294117647058819,6.085714285714289
Round of 64,1,9,Arizona,Long Island University,1,16,17.35294117647058,2.970588235294116
Round of 64,1,10,Villanova,Utah State,8,9,6.375,12.17647058823529
Round of 64,1,11,Wisconsin,High Point,5,12,7.088235294117652,19.705882352941174
Round of 64,1,12,Arkansas,Hawaii,4,13,9.85294117647058,9.90625
Round of 64,1,13,Brigham Young,Texas,6,11,8.588235294117638,6.96875
Round of 64,1,14,Gonzaga,Kennesaw State,3,14,19.121212121212125,7.294117647058826
Round of 64,1,15,Miami (FL),Missouri,7,10,10.75757575757575,4.3125
Round of 64,1,16,Purdue,Queens (NC),2,15,11.51428571428572,1.941176470588232
Round of 64,1,17,Duke,Siena,1,16,19.147058823529413,4.852941176470594
Round of 64,1,18,Ohio State,TCU,8,9,7.0,-999
Round of 64,1,19,St. John's (NY),Northern Iowa,5,12,11.588235294117652,8.657142857142851
Round of 64,1,20,Kansas,California Baptist,4,13,6.242424242424249,5.454545454545453
Round of 64,1,21,Louisville,South Florida,6,11,12.575757575757564,12.212121212121218
Round of 64,1,22,Michigan State,North Dakota State,3,14,10.53125,11.147058823529406
Round of 64,1,23,UCLA,UCF,7,10,6.735294117647058,2.5
Round of 64,1,24,Connecticut,Furman,2,15,12.382352941176464,5.970588235294116
Round of 64,1,25,Michigan,Howard,1,16,17.617647058823536,9.696969696969703
Round of 64,1,26,Georgia,Saint Louis,8,9,10.65625,17.727272727272734
Round of 64,1,27,Texas Tech,Akron,5,12,7.78125,14.852941176470594
Round of 64,1,28,Alabama,Hofstra,4,13,8.25,9.558823529411768
Round of 64,1,29,Tennessee,Miami (OH),6,11,10.090909090909093,15.40625
Round of 64,1,30,Virginia,Wright State,3,14,12.235294117647058,7.294117647058826
Round of 64,1,31,Kentucky,Santa Clara,7,10,6.941176470588232,10.411764705882362
Round of 64,1,32,Iowa State,Tennessee State,2,15,16.64705882352942,7.1875
Round of 32,2,1,Florida,Iowa,1,9,14.787878787878782,9.24242424242425
Round of 32,2,2,McNeese,Nebraska,12,4,13.575757575757578,11.0625
Round of 32,2,3,Virginia Commonwealth,Illinois,11,3,10.088235294117652,14.5625
Round of 32,2,4,Saint Mary's,Houston,7,2,13.625,14.294117647058819
Round of 32,2,5,Arizona,Utah State,1,9,17.35294117647058,12.17647058823529
Round of 32,2,6,High Point,Hawaii,12,13,19.705882352941174,9.90625
Round of 32,2,7,Brigham Young,Gonzaga,6,3,8.588235294117638,19.121212121212125
Round of 32,2,8,Miami (FL),Purdue,7,2,10.75757575757575,11.51428571428572
Round of 32,2,9,Duke,Ohio State,1,8,19.147058823529413,7.0
Round of 32,2,10,St. John's (NY),Kansas,5,4,11.588235294117652,6.242424242424249
Round of 32,2,11,Louisville,North Dakota State,6,14,12.575757575757564,11.147058823529406
Round of 32,2,12,UCLA,Connecticut,7,2,6.735294117647058,12.382352941176464
Round of 32,2,13,Michigan,Saint Louis,1,9,17.617647058823536,17.727272727272734
Round of 32,2,14,Akron,Hofstra,12,13,14.852941176470594,9.558823529411768
Round of 32,2,15,Miami (OH),Virginia,11,3,15.40625,12.235294117647058
Round of 32,2,16,Santa Clara,Iowa State,10,2,10.411764705882362,16.64705882352942
Sweet 16,3,1,Florida,McNeese,1,12,14.787878787878782,13.575757575757578
Sweet 16,3,2,Illinois,Houston,3,2,14.5625,14.294117647058819
Sweet 16,3,3,Arizona,High Point,1,12,17.35294117647058,19.705882352941174
Sweet 16,3,4,Gonzaga,Purdue,3,2,19.121212121212125,11.51428571428572
Sweet 16,3,5,Duke,St. John's (NY),1,5,19.147058823529413,11.588235294117652
Sweet 16,3,6,Louisville,Connecticut,6,2,12.575757575757564,12.382352941176464
Sweet 16,3,7,Saint Louis,Akron,9,12,17.727272727272734,14.852941176470594
Sweet 16,3,8,Miami (OH),Iowa State,11,2,15.40625,16.64705882352942
Elite 8,4,1,Florida,Illinois,1,3,14.787878787878782,14.5625
Elite 8,4,2,High Point,Gonzaga,12,3,19.705882352941174,19.121212121212125
Elite 8,4,3,Duke,Louisville,1,6,19.147058823529413,12.575757575757564
Elite 8,4,4,Saint Louis,Iowa State,9,2,17.727272727272734,16.64705882352942
Final 4,5,1,Florida,High Point,1,12,14.787878787878782,19.705882352941174
Final 4,5,2,Duke,Saint Louis,1,9,19.147058823529413,17.727272727272734
Championship,6,1,High Point,Duke,12,1,19.705882352941174,19.147058823529413
Champion,7,1,High Point,---,12,---,19.705882352941174,---
